"sample_id","description","category","l5x_path","predicted_bytes","actual_bytes","delta","delta_pct","controller_model","firmware_rev","date_tested","notes","error_count","warning_count","message_value","window_title"
"instr_cmp_n00050","50 rungs of CMP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cmp_n00050.L5X","14235","27544","13309","93.49","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCMP in instr_cmp_n00050.ACD [1756-L81E 35.11]*"
"instr_cmp_n00100","100 rungs of CMP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cmp_n00100.L5X","18835","32144","13309","70.66","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCMP in instr_cmp_n00100.ACD [1756-L81E 35.11]*"
"instr_cmp_n01000","1000 rungs of CMP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cmp_n01000.L5X","101635","114944","13309","13.09","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCMP in instr_cmp_n01000.ACD [1756-L81E 35.11]*"
"instr_cmp_n05000","5000 rungs of CMP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cmp_n05000.L5X","469635","482944","13309","2.83","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCMP in instr_cmp_n05000.ACD [1756-L81E 35.11]*"
"instr_concat_n00010","10 rungs of CONCAT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_concat_n00010.L5X","10675","23984","13309","124.67","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCONCAT in instr_concat_n00010.ACD [1756-L81E 35.11]*"
"instr_concat_n00050","50 rungs of CONCAT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_concat_n00050.L5X","14835","28144","13309","89.71","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCONCAT in instr_concat_n00050.ACD [1756-L81E 35.11]*"
"instr_concat_n00100","100 rungs of CONCAT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_concat_n00100.L5X","20035","33344","13309","66.43","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCONCAT in instr_concat_n00100.ACD [1756-L81E 35.11]*"
"instr_concat_n01000","1000 rungs of CONCAT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_concat_n01000.L5X","113635","126944","13309","11.71","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCONCAT in instr_concat_n01000.ACD [1756-L81E 35.11]*"
"instr_concat_n05000","5000 rungs of CONCAT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_concat_n05000.L5X","529635","542944","13309","2.51","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCONCAT in instr_concat_n05000.ACD [1756-L81E 35.11]*"
"instr_cop_n00010","10 rungs of COP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cop_n00010.L5X","9635","24064","14429","149.76","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCOP in instr_cop_n00010.ACD [1756-L81E 35.11]*"
"instr_cop_n00050","50 rungs of COP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cop_n00050.L5X","9635","28544","18909","196.25","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCOP in instr_cop_n00050.ACD [1756-L81E 35.11]*"
"instr_cop_n00100","100 rungs of COP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cop_n00100.L5X","9635","34144","24509","254.37","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCOP in instr_cop_n00100.ACD [1756-L81E 35.11]*"
"instr_cop_n01000","1000 rungs of COP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cop_n01000.L5X","9635","134944","125309","1300.56","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCOP in instr_cop_n01000.ACD [1756-L81E 35.11]*"
"instr_cop_n05000","5000 rungs of COP alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cop_n05000.L5X","9635","582944","573309","5950.28","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCOP in instr_cop_n05000.ACD [1756-L81E 35.11]*"
"instr_cps_n00010","10 rungs of CPS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cps_n00010.L5X","9635","24064","14429","149.76","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCPS in instr_cps_n00010.ACD [1756-L81E 35.11]*"
"instr_cps_n00050","50 rungs of CPS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cps_n00050.L5X","9635","28544","18909","196.25","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCPS in instr_cps_n00050.ACD [1756-L81E 35.11]*"
"instr_cps_n00100","100 rungs of CPS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cps_n00100.L5X","9635","34144","24509","254.37","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCPS in instr_cps_n00100.ACD [1756-L81E 35.11]*"
"instr_cps_n01000","1000 rungs of CPS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cps_n01000.L5X","9635","134944","125309","1300.56","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCPS in instr_cps_n01000.ACD [1756-L81E 35.11]*"
"instr_cps_n05000","5000 rungs of CPS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cps_n05000.L5X","9635","582944","573309","5950.28","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrCPS in instr_cps_n05000.ACD [1756-L81E 35.11]*"
"instr_cpt_literaloperands_n01000","1000 rungs of CPT with literal constant operands (vs tags above)","logic_instr","samples/generated/logic/instr_cpt_literaloperands_n01000.L5X","461635","482944","21309","4.62","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptLiteral in instr_cpt_literaloperands_n01000.ACD [1756-L81E 35.11]*"
"instr_cpt_n00010","10 rungs of CPT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cpt_n00010.L5X","14155","27464","13309","94.02","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCPT in instr_cpt_n00010.ACD [1756-L81E 35.11]*"
"instr_cpt_n00050","50 rungs of CPT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cpt_n00050.L5X","32235","45544","13309","41.29","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCPT in instr_cpt_n00050.ACD [1756-L81E 35.11]*"
"instr_cpt_n00100","100 rungs of CPT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cpt_n00100.L5X","54835","68144","13309","24.27","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCPT in instr_cpt_n00100.ACD [1756-L81E 35.11]*"
"instr_cpt_n01000","1000 rungs of CPT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cpt_n01000.L5X","461635","474944","13309","2.88","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCPT in instr_cpt_n01000.ACD [1756-L81E 35.11]*"
"instr_cpt_n05000","5000 rungs of CPT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_cpt_n05000.L5X","2269635","2282944","13309","0.59","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCPT in instr_cpt_n05000.ACD [1756-L81E 35.11]*"
"instr_cpt_n05000_comment100","5000 rungs of CPT, 100-char comment on every rung (spot check)","logic_instr","samples/generated/logic/instr_cpt_n05000_comment100.L5X","2269635","2282944","13309","0.59","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptComment in instr_cpt_n05000_comment100.ACD [1756-L81E 35.11]*"
"instr_cpt_n05000_nocomment","5000 rungs of CPT, no comments (spot check vs commented below)","logic_instr","samples/generated/logic/instr_cpt_n05000_nocomment.L5X","2269635","2282944","13309","0.59","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptNoComment in instr_cpt_n05000_nocomment.ACD [1756-L81E 35.11]*"
"instr_cpt_tagoperands_n01000","1000 rungs of CPT with real tag operands (vs literal below)","logic_instr","samples/generated/logic/instr_cpt_tagoperands_n01000.L5X","461635","474944","13309","2.88","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptTags in instr_cpt_tagoperands_n01000.ACD [1756-L81E 35.11]*"
"instr_ctu_n00010","10 rungs of CTU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_ctu_n00010.L5X","9835","23144","13309","135.32","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCTU in instr_ctu_n00010.ACD [1756-L81E 35.11]*"
"instr_ctu_n00050","50 rungs of CTU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_ctu_n00050.L5X","10635","23944","13309","125.14","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCTU in instr_ctu_n00050.ACD [1756-L81E 35.11]*"
"instr_ctu_n00100","100 rungs of CTU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_ctu_n00100.L5X","11635","24944","13309","114.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCTU in instr_ctu_n00100.ACD [1756-L81E 35.11]*"
"instr_ctu_n01000","1000 rungs of CTU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_ctu_n01000.L5X","29635","42944","13309","44.91","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCTU in instr_ctu_n01000.ACD [1756-L81E 35.11]*"
"instr_ctu_n05000","5000 rungs of CTU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_ctu_n05000.L5X","109635","122944","13309","12.14","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrCTU in instr_ctu_n05000.ACD [1756-L81E 35.11]*"
"instr_delete_n00010","10 rungs of DELETE alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_delete_n00010.L5X","10635","23944","13309","125.14","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDELETE in instr_delete_n00010.ACD [1756-L81E 35.11]*"
"instr_delete_n00050","50 rungs of DELETE alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_delete_n00050.L5X","14635","27944","13309","90.94","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDELETE in instr_delete_n00050.ACD [1756-L81E 35.11]*"
"instr_delete_n00100","100 rungs of DELETE alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_delete_n00100.L5X","19635","32944","13309","67.78","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDELETE in instr_delete_n00100.ACD [1756-L81E 35.11]*"
"instr_delete_n01000","1000 rungs of DELETE alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_delete_n01000.L5X","109635","122944","13309","12.14","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDELETE in instr_delete_n01000.ACD [1756-L81E 35.11]*"
"instr_delete_n05000","5000 rungs of DELETE alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_delete_n05000.L5X","509635","522944","13309","2.61","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDELETE in instr_delete_n05000.ACD [1756-L81E 35.11]*"
"instr_div_n00010","10 rungs of DIV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_div_n00010.L5X","10195","23504","13309","130.54","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDIV in instr_div_n00010.ACD [1756-L81E 35.11]*"
"instr_div_n00050","50 rungs of DIV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_div_n00050.L5X","12435","25744","13309","107.03","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDIV in instr_div_n00050.ACD [1756-L81E 35.11]*"
"instr_div_n00100","100 rungs of DIV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_div_n00100.L5X","15235","28544","13309","87.36","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDIV in instr_div_n00100.ACD [1756-L81E 35.11]*"
"instr_div_n01000","1000 rungs of DIV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_div_n01000.L5X","65635","78944","13309","20.28","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDIV in instr_div_n01000.ACD [1756-L81E 35.11]*"
"instr_div_n05000","5000 rungs of DIV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_div_n05000.L5X","289635","302944","13309","4.6","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDIV in instr_div_n05000.ACD [1756-L81E 35.11]*"
"instr_dtos_n00010","10 rungs of DTOS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_dtos_n00010.L5X","10355","23664","13309","128.53","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDTOS in instr_dtos_n00010.ACD [1756-L81E 35.11]*"
"instr_dtos_n00050","50 rungs of DTOS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_dtos_n00050.L5X","13235","26544","13309","100.56","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDTOS in instr_dtos_n00050.ACD [1756-L81E 35.11]*"
"instr_dtos_n00100","100 rungs of DTOS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_dtos_n00100.L5X","16835","30144","13309","79.06","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDTOS in instr_dtos_n00100.ACD [1756-L81E 35.11]*"
"instr_dtos_n01000","1000 rungs of DTOS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_dtos_n01000.L5X","81635","94944","13309","16.3","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDTOS in instr_dtos_n01000.ACD [1756-L81E 35.11]*"
"instr_dtos_n05000","5000 rungs of DTOS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_dtos_n05000.L5X","369635","382944","13309","3.6","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrDTOS in instr_dtos_n05000.ACD [1756-L81E 35.11]*"
"instr_equ_n00010","10 rungs of EQU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_equ_n00010.L5X","9995","23304","13309","133.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrEQU in instr_equ_n00010.ACD [1756-L81E 35.11]*"
"instr_equ_n00050","50 rungs of EQU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_equ_n00050.L5X","11435","24744","13309","116.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrEQU in instr_equ_n00050.ACD [1756-L81E 35.11]*"
"instr_equ_n00100","100 rungs of EQU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_equ_n00100.L5X","13235","26544","13309","100.56","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrEQU in instr_equ_n00100.ACD [1756-L81E 35.11]*"
"instr_equ_n01000","1000 rungs of EQU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_equ_n01000.L5X","45635","58944","13309","29.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrEQU in instr_equ_n01000.ACD [1756-L81E 35.11]*"
"instr_equ_n05000","5000 rungs of EQU alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_equ_n05000.L5X","189635","202944","13309","7.02","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrEQU in instr_equ_n05000.ACD [1756-L81E 35.11]*"
"instr_fll_n00010","10 rungs of FLL alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_fll_n00010.L5X","9635","23624","13989","145.19","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrFLL in instr_fll_n00010.ACD [1756-L81E 35.11]*"
"instr_fll_n00050","50 rungs of FLL alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_fll_n00050.L5X","9635","26344","16709","173.42","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrFLL in instr_fll_n00050.ACD [1756-L81E 35.11]*"
"instr_fll_n00100","100 rungs of FLL alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_fll_n00100.L5X","9635","29744","20109","208.71","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrFLL in instr_fll_n00100.ACD [1756-L81E 35.11]*"
"instr_fll_n01000","1000 rungs of FLL alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_fll_n01000.L5X","9635","90944","81309","843.89","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrFLL in instr_fll_n01000.ACD [1756-L81E 35.11]*"
"instr_fll_n05000","5000 rungs of FLL alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_fll_n05000.L5X","9635","362944","353309","3666.93","5069-L306ER","35.11","2026-08-23","","","","","Logix Designer - InstrFLL in instr_fll_n05000.ACD [1756-L81E 35.11]*"
"instr_geq_n00010","10 rungs of GEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_geq_n00010.L5X","9995","23304","13309","133.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGEQ in instr_geq_n00010.ACD [1756-L81E 35.11]*"
"instr_geq_n00050","50 rungs of GEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_geq_n00050.L5X","11435","24744","13309","116.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGEQ in instr_geq_n00050.ACD [1756-L81E 35.11]*"
"instr_geq_n00100","100 rungs of GEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_geq_n00100.L5X","13235","26544","13309","100.56","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGEQ in instr_geq_n00100.ACD [1756-L81E 35.11]*"
"instr_geq_n01000","1000 rungs of GEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_geq_n01000.L5X","45635","58944","13309","29.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGEQ in instr_geq_n01000.ACD [1756-L81E 35.11]*"
"instr_geq_n05000","5000 rungs of GEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_geq_n05000.L5X","189635","202944","13309","7.02","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGEQ in instr_geq_n05000.ACD [1756-L81E 35.11]*"
"instr_grt_n00010","10 rungs of GRT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_grt_n00010.L5X","9995","23304","13309","133.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGRT in instr_grt_n00010.ACD [1756-L81E 35.11]*"
"instr_grt_n00050","50 rungs of GRT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_grt_n00050.L5X","11435","24744","13309","116.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGRT in instr_grt_n00050.ACD [1756-L81E 35.11]*"
"instr_grt_n00100","100 rungs of GRT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_grt_n00100.L5X","13235","26544","13309","100.56","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGRT in instr_grt_n00100.ACD [1756-L81E 35.11]*"
"instr_grt_n01000","1000 rungs of GRT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_grt_n01000.L5X","45635","58944","13309","29.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGRT in instr_grt_n01000.ACD [1756-L81E 35.11]*"
"instr_grt_n05000","5000 rungs of GRT alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_grt_n05000.L5X","189635","202944","13309","7.02","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGRT in instr_grt_n05000.ACD [1756-L81E 35.11]*"
"instr_gsv_n00010","10 rungs of GSV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_gsv_n00010.L5X","10475","23784","13309","127.05","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGSV in instr_gsv_n00010.ACD [1756-L81E 35.11]*"
"instr_gsv_n00050","50 rungs of GSV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_gsv_n00050.L5X","13835","27144","13309","96.2","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGSV in instr_gsv_n00050.ACD [1756-L81E 35.11]*"
"instr_gsv_n00100","100 rungs of GSV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_gsv_n00100.L5X","18035","31344","13309","73.8","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGSV in instr_gsv_n00100.ACD [1756-L81E 35.11]*"
"instr_gsv_n01000","1000 rungs of GSV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_gsv_n01000.L5X","93635","106944","13309","14.21","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGSV in instr_gsv_n01000.ACD [1756-L81E 35.11]*"
"instr_gsv_n05000","5000 rungs of GSV alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_gsv_n05000.L5X","429635","442944","13309","3.1","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrGSV in instr_gsv_n05000.ACD [1756-L81E 35.11]*"
"instr_jsr_n00010","10 rungs of JSR to a real dummy subroutine","logic_instr","samples/generated/logic/instr_jsr_n00010.L5X","10635","23944","13309","125.14","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrJSR in instr_jsr_n00010.ACD [1756-L81E 35.11]*"
"instr_jsr_n00050","50 rungs of JSR to a real dummy subroutine","logic_instr","samples/generated/logic/instr_jsr_n00050.L5X","13515","26824","13309","98.48","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrJSR in instr_jsr_n00050.ACD [1756-L81E 35.11]*"
"instr_jsr_n00100","100 rungs of JSR to a real dummy subroutine","logic_instr","samples/generated/logic/instr_jsr_n00100.L5X","17115","30424","13309","77.76","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrJSR in instr_jsr_n00100.ACD [1756-L81E 35.11]*"
"instr_jsr_n01000","1000 rungs of JSR to a real dummy subroutine","logic_instr","samples/generated/logic/instr_jsr_n01000.L5X","81915","95224","13309","16.25","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrJSR in instr_jsr_n01000.ACD [1756-L81E 35.11]*"
"instr_jsr_n05000","5000 rungs of JSR to a real dummy subroutine","logic_instr","samples/generated/logic/instr_jsr_n05000.L5X","369915","383224","13309","3.6","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrJSR in instr_jsr_n05000.ACD [1756-L81E 35.11]*"
"instr_lbljmp_n00010","10 LBL/JMP pairs","logic_instr","samples/generated/logic/instr_lbljmp_n00010.L5X","9795","24144","14349","146.49","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLBLJMP in instr_lbljmp_n00010.ACD [1756-L81E 35.11]*"
"instr_lbljmp_n00050","50 LBL/JMP pairs","logic_instr","samples/generated/logic/instr_lbljmp_n00050.L5X","10435","28944","18509","177.37","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLBLJMP in instr_lbljmp_n00050.ACD [1756-L81E 35.11]*"
"instr_lbljmp_n00100","100 LBL/JMP pairs","logic_instr","samples/generated/logic/instr_lbljmp_n00100.L5X","11235","34944","23709","211.03","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLBLJMP in instr_lbljmp_n00100.ACD [1756-L81E 35.11]*"
"instr_lbljmp_n01000","1000 LBL/JMP pairs","logic_instr","samples/generated/logic/instr_lbljmp_n01000.L5X","25635","142944","117309","457.61","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLBLJMP in instr_lbljmp_n01000.ACD [1756-L81E 35.11]*"
"instr_lbljmp_n05000","5000 LBL/JMP pairs","logic_instr","samples/generated/logic/instr_lbljmp_n05000.L5X","89635","622944","533309","594.98","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLBLJMP in instr_lbljmp_n05000.ACD [1756-L81E 35.11]*"
"instr_leq_n00010","10 rungs of LEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_leq_n00010.L5X","9995","23304","13309","133.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLEQ in instr_leq_n00010.ACD [1756-L81E 35.11]*"
"instr_leq_n00050","50 rungs of LEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_leq_n00050.L5X","11435","24744","13309","116.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLEQ in instr_leq_n00050.ACD [1756-L81E 35.11]*"
"instr_leq_n00100","100 rungs of LEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_leq_n00100.L5X","13235","26544","13309","100.56","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLEQ in instr_leq_n00100.ACD [1756-L81E 35.11]*"
"instr_leq_n01000","1000 rungs of LEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_leq_n01000.L5X","45635","58944","13309","29.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLEQ in instr_leq_n01000.ACD [1756-L81E 35.11]*"
"instr_leq_n05000","5000 rungs of LEQ alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_leq_n05000.L5X","189635","202944","13309","7.02","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLEQ in instr_leq_n05000.ACD [1756-L81E 35.11]*"
"instr_les_n00010","10 rungs of LES alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_les_n00010.L5X","9995","23304","13309","133.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLES in instr_les_n00010.ACD [1756-L81E 35.11]*"
"instr_les_n00050","50 rungs of LES alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_les_n00050.L5X","11435","24744","13309","116.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLES in instr_les_n00050.ACD [1756-L81E 35.11]*"
"instr_les_n00100","100 rungs of LES alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_les_n00100.L5X","13235","26544","13309","100.56","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLES in instr_les_n00100.ACD [1756-L81E 35.11]*"
"instr_les_n01000","1000 rungs of LES alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_les_n01000.L5X","45635","58944","13309","29.16","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLES in instr_les_n01000.ACD [1756-L81E 35.11]*"
"instr_les_n05000","5000 rungs of LES alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_les_n05000.L5X","189635","202944","13309","7.02","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLES in instr_les_n05000.ACD [1756-L81E 35.11]*"
"instr_lim_n00010","10 rungs of LIM alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_lim_n00010.L5X","10315","23624","13309","129.03","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLIM in instr_lim_n00010.ACD [1756-L81E 35.11]*"
"instr_lim_n00050","50 rungs of LIM alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_lim_n00050.L5X","13035","26344","13309","102.1","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLIM in instr_lim_n00050.ACD [1756-L81E 35.11]*"
"instr_lim_n00100","100 rungs of LIM alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_lim_n00100.L5X","16435","29744","13309","80.98","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrLIM in instr_lim_n00100.ACD [1756-L81E 35.11]*"
